text_akhir,label
americans point countries rescuers countries still bother nausea way,-1
concentration camp get,0
weak fools strength fear uses korean people,-1
thank much national geographic,1
think craziest leader korea,-1
brother need answer,0
held summary talks neighboring countries south korea china russia also us also carried n korean leaders south embarrassing destroyed african countries central east asia must ashamed actions someone put nose people business like americans,-1
bull,0
obviously chinese mind takes chinese target fat check book manipulation mind example pakisthan sri lanka double trap china world eating content,-1
rubbing items faces targeted person joke attack,-1
ciccio bomba,0
lalim pressed da s people murderer killer,-1
using missiles world terrible disgusting,-1
without difference missiles launched earth air must overthrown shot,-1
kim jong chul,0
please spanish subtitles,1
wonder every documentary wild wild west hollywood storyline repeatedly fraud,-1
awkward moment life bad person makes sense,-1
stunning always hope leader young kim jong un may idealism really issue north korea exile hell hole father reign even things like nuclear weapons posture played case offering nuclear disarmament large bargaining chip offered negotiation try get rid sanctions much easier achieve rather equip economy whole country rely criminal companies nuclear question always idealism still certainly showed beginning government documentary shows much better sources show reality governing country like must terrible environment idealism environment learn cruel pragmatism suffer consequences kim regime mythology kidnapped country long people still alive never seen kim highest ruler generals kill replace course support family members suitable tastes help ascend prominent position takes lot real strength hands eh take kim yo jong really hope documentary film true work together takes heavy hand goods let present cleaner image kim jong un ruled sister supporters prefer heavy hand approach things many people consider dictatorship always people help maintain power must try serve people maintain power democracy voters various figures enough public influence significantly change public opinion roman knows exactly else military decided emperor anymore generals see swept around kim jong un broker power maintain power needs maintain certain guarantees us military whether prefer ranking lower today many think say sure sounds good trick even want release strength given autocracy good people especially especially someone younger like kim jong un make tried executed evil committed autocratic regime process gorbachevand well successor yeltsin effectively become russian dictator since uhh return proxy war format characteristic cold war sure wise copy gorbachev manual want lasting effect,1
hypocrisy level see noe kaas kaha europe ucrania etc every time regimen killing others,-1
interesting documentary film american leaders genocide disorder invaders especially latin america coup death murder etc etc interesting,-1
woman cold hearted killer people need afraid sister,-1
like documentary film,1
next episode must biden administration,0
problem dictators poisonous child hood cruel parents causes become psychopaths eg hitler stalin mao pol pot xi jinping etc people like obsessed obtaining power holding power stop pedaling fall,-1
years year old cholesterol,0
fun know serbi class kim,1
leaders honored like god produces billion year delema p okay brother china long time peaceful life works cia provide information bro north korea china,1
