text_stopword,text_akhir,label
"['fixing', 'north', 'korea', 'would', 'nearly', 'impossible', 'even', 'dictator', 'wanted', 'make', 'better', 'would', 'overthrown', 'money', 'going', 'people', 'money', 'going', 'keys', 'power']",fixing north korea would nearly impossible even dictator wanted make better would overthrown money going people money going keys power,0
"['hope', 'korea', 'country', 'reunite', 'prosper', 'koreans', 'deserve', 'better', 'let', 'hope', 'koreans', 'reunite', 'peacefully']",hope korea country reunite prosper koreans deserve better let hope koreans reunite peacefully,1
"['kim', 'jong', 'un', 'good', 'friend', 'donald', 'trump', 'according', 'meetings', 'way', 'since', 'america', 'foreign', 'policy', 'became', 'genuine', 'exporters', 'democracy', 'stability', 'rule', 'laws']",kim jong un good friend donald trump according meetings way since america foreign policy became genuine exporters democracy stability rule laws,1
"['bow', 'trash', 'god', 'god', 'must', 'bow']",bow trash god god must bow,0
"['people', 'letting', 'rule', 'get', 'rid']",people letting rule get rid,0
"['amazing', 'beleaguered', 'west', 'seek', 'refuge']",amazing beleaguered west seek refuge,1
"['cool', 'kim', 'one']",cool kim one,1
"['basically', 'nk', 'usa', 'except', 'call', 'ad', 'refer', 'criminal', 'cartel', 'say', 'things', 'usa', 'cia', 'corrupt', 'criminal', 'organization', 'world', 'since', 'inception']",basically nk usa except call ad refer criminal cartel say things usa cia corrupt criminal organization world since inception,-1
"['shld', 'riding', 'horses']",shld riding horses,0
"['love', 'hair']",love hair,1
"['best', 'leader', 'minds', 'business', 'invade', 'loot', 'like', 'western', 'leaders', 'propaganda', 'long', 'overdue', 'exposed', 'insulting', 'intelligence']",best leader minds business invade loot like western leaders propaganda long overdue exposed insulting intelligence,0
"['national', 'geographic', 'actor', 'experts', 'never', 'disappoint', 'find', 'nutters']",national geographic actor experts never disappoint find nutters,0
"['sanctions', 'make', 'impossible', 'nk', 'sustain', 'modernize', 'step', 'true', 'country', 'maybe', 'sanctions', 'lifted', 'could', 'make', 'money', 'legitimate', 'trade', 'rely', 'criminal', 'income', 'sustaining', 'country']",sanctions make impossible nk sustain modernize step true country maybe sanctions lifted could make money legitimate trade rely criminal income sustaining country,-1
"['horse', 'freezing']",horse freezing,0
"['reporter', 'cameran', 'goes', 'shoot', 'say', 'biopic', 'going', 'release']",reporter cameran goes shoot say biopic going release,0
"['funny', 'get', 'believe', 'ugandan', 'atleast', 'previous', 'political', 'wars', 'world', 'certainly', 'say', 'fake', 'belief', 'fron', 'west']",funny get believe ugandan atleast previous political wars world certainly say fake belief fron west,0
"['inside', 'mind', 'putin', 'people']",inside mind putin people,0
"['total', 'horse', 'pucky', 'dilemma', 'kim', 'jong', 'un', 'communist', 'dictator', 'evil', 'toad', 'likes', 'way', 'going', 'keep', 'way', 'long', 'pulse', 'however', 'well', 'made', 'video', 'enjoyed', 'know', 'details', 'kim', 'jong', 'un', 'sister', 'interesting']",total horse pucky dilemma kim jong un communist dictator evil toad likes way going keep way long pulse however well made video enjoyed know details kim jong un sister interesting,0
"['kim', 'greatest', 'leader', 'earth']",kim greatest leader earth,1
"['embrace', 'jesus', 'okay']",embrace jesus okay,1
"['know', 'harlem', 'globetrotters', 'performed', 'north', 'korea', 'documentary', 'gives', 'much', 'context', 'despite', 'situation', 'nk', 'dynasty', 'looking', 'back', 'video', 'see', 'pure', 'joy', 'face', 'surreal']",know harlem globetrotters performed north korea documentary gives much context despite situation nk dynasty looking back video see pure joy face surreal,1
"['ambassador', 'wrong', 'think', 'billion', 'sustain', 'kim', 'jung', 'un', 'grip', 'power', 'need', 'way']",ambassador wrong think billion sustain kim jung un grip power need way,-1
"['great', 'true', 'story', 'book', 'title', 'cowboy', 'mafia']",great true story book title cowboy mafia,1
"['please', 'note', 'whoever', 'fight', 'super', 'power', 'dictator', 'whoever', 'slave', 'angrls']",please note whoever fight super power dictator whoever slave angrls,1
"['decorated', 'military', 'airsoft', 'history']",decorated military airsoft history,0
"['groomed', 'switzerland', 'wec', 'guys', 'designed', 'day']",groomed switzerland wec guys designed day,0
"['please', 'kim', 'say', 'china', 'china', 'world', 'enemy', 'enemy']",please kim say china china world enemy enemy,0
"['god', 'lord', 'told', 'say', 'soon', 'soon', 'sk', 'nk', 'become', 'one']",god lord told say soon soon sk nk become one,0
"['people', 'say', 'like', 'kim', 'even', 'korean', 'eye', 'full', 'love']",people say like kim even korean eye full love,1
"['woman', 'applied', 'nerve', 'agent', 'affected']",woman applied nerve agent affected,0
"['ok', 'monarchy', 'dictatorship', 'take', 'cares', 'economic', 'legal', 'rights', 'let', 'rule', 'years']",ok monarchy dictatorship take cares economic legal rights let rule years,1
"['everything', 'good', 'think', 'moment', 'shows', 'weak', 'spot', 'try', 'become', 'open', 'world', 'countries', 'come', 'banging', 'nk', 'done', 'past']",everything good think moment shows weak spot try become open world countries come banging nk done past,0
"['see', 'citizens', 'military', 'politicians', 'standing', 'cheering', 'waving', 'frantically', 'every', 'single', 'time', 'kim', 'jong', 'un', 'walks', 'drives', 'know', 'forced', 'fearing', 'lives']",see citizens military politicians standing cheering waving frantically every single time kim jong un walks drives know forced fearing lives,-1
"['irony', 'people', 'knew', 'kim', 'un', 'person', 'describes', 'bright', 'focused', 'intelligent', 'kid', 'widely', 'misunderstood', 'people', 'know', 'person', 'defining', 'ruthless', 'dictator', 'point', 'never', 'attacked', 'anyone', 'till', 'date', 'illegally', 'occupied', 'land', 'force', 'whereas', 'usa', 'uk', 'russia', 'israel', 'persecuting', 'people', 'name', 'democracy', 'communism', 'freedom', 'speech', 'still', 'perceive', 'heroes', 'regular', 'people', 'brainwashed', 'widely', 'losing', 'ability', 'see', 'plain', 'sight', 'truth', 'accept']",irony people knew kim un person describes bright focused intelligent kid widely misunderstood people know person defining ruthless dictator point never attacked anyone till date illegally occupied land force whereas usa uk russia israel persecuting people name democracy communism freedom speech still perceive heroes regular people brainwashed widely losing ability see plain sight truth accept,0
"['live', 'covert', 'life', 'keep', 'away', 'power', 'nation', 'planet', 'america', 'modern', 'rome', 'america', 'apply', 'tactics', 'ancient', 'roman', 'empire', 'friend', 'rome', 'prosper', 'north', 'korea', 'prospering', 'ver', 'much', 'upsets', 'america', 'allies', 'going', 'look', 'inside', 'mind', 'bloodiest', 'nation', 'america', 'need', 'focus', 'abroad', 'issues', 'worse', 'nations', 'coup', 'done', 'america', 'destabilize', 'black', 'countries', 'many', 'atrocities', 'done', 'black', 'hispanics', 'natives', 'americans', 'people', 'america', 'always', 'trying', 'air', 'nations', 'yet', 'keep', 'hush', 'atrocities', 'bloodiest', 'dynasty', 'world', 'ever', 'seen', 'smh']",live covert life keep away power nation planet america modern rome america apply tactics ancient roman empire friend rome prosper north korea prospering ver much upsets america allies going look inside mind bloodiest nation america need focus abroad issues worse nations coup done america destabilize black countries many atrocities done black hispanics natives americans people america always trying air nations yet keep hush atrocities bloodiest dynasty world ever seen smh,0
"['th', 'largest', 'military', 'mostly', 'garbage', 'hardware', 'lmao']",th largest military mostly garbage hardware lmao,1
"['dynasty', 'gives', 'crimes', 'humanity', 'legitimacy', 'world', 'supreme', 'war', 'criminals', 'yes']",dynasty gives crimes humanity legitimacy world supreme war criminals yes,0
"['tunnels', 'america']",tunnels america,0
"['sister', 'looking', 'evil', 'confirm', 'one', 'kim', 'jong', 'un', 'puppet']",sister looking evil confirm one kim jong un puppet,-1
"['bad', 'done', 'country', 'marked', 'dictatorship', 'done', 'country', 'even', 'democratic', 'one']",bad done country marked dictatorship done country even democratic one,-1
"['government', 'form', 'militarised', 'dictatorship', 'spectrum', 'ranging', 'quite', 'soft', 'hard']",government form militarised dictatorship spectrum ranging quite soft hard,0
"['kim', 'idol', 'fat', 'guy', 'rules', 'country', 'get', 'anything', 'wants']",kim idol fat guy rules country get anything wants,1
"['understand', 'us', 'cia', 'behind', 'north', 'korea', 'kim', 'dynasty', 'let', 'country', 'well', 'minutes', 'documentary', 'may', 'get', 'answer', 'end']",understand us cia behind north korea kim dynasty let country well minutes documentary may get answer end,-1
"['west', 'guilty', 'kims', 'today', 'letting', 'get', 'educated', 'west', 'letting', 'slide', 'contraband', 'drugs', 'whatnot']",west guilty kims today letting get educated west letting slide contraband drugs whatnot,-1
"['need', 'expose', 'self', 'outside', 'world']",need expose self outside world,0
"['kind', 'horse']",kind horse,1
"['hey', 'great', 'stay', 'course', 'good', 'family', 'let', 'anyone', 'make', 'think', 'act', 'like', 'watching', 'give', 'blessings']",hey great stay course good family let anyone make think act like watching give blessings,1
"['th', 'largest', 'military', 'false', 'info']",th largest military false info,-1
"['wow', 'years', 'feels', 'like', 'took', 'yesterday']",wow years feels like took yesterday,0
"['look', 'robot']",look robot,0
"['meeting', 'president', 'trump', 'kim', 'jong', 'un', 'could', 'fruitful', 'secretary', 'state', 'mike', 'pompeo', 'sabotaged', 'whole', 'affair']",meeting president trump kim jong un could fruitful secretary state mike pompeo sabotaged whole affair,1
"['step', 'daughter', 'loves', 'kim', 'jong', 'un', 'hairstyle', 'much']",step daughter loves kim jong un hairstyle much,1
"['one', 'thing', 'learned', 'wonderful', 'documentary', 'much', 'government', 'lied', 'us', 'north', 'korea', 'never', 'told', 'advanced']",one thing learned wonderful documentary much government lied us north korea never told advanced,1
"['west', 'created', 'divided', 'nation', 'created', 'koreas']",west created divided nation created koreas,0
"['usa', 'dictator', 'power', 'never', 'honestly', 'voted']",usa dictator power never honestly voted,-1
"['wow', 'th', 'largest', 'military', 'world']",wow th largest military world,0
"['feel', 'like', 'one', 'lady', 'dry', 'snitching', 'aunt', 'uncle', 'putting', 'business', 'like']",feel like one lady dry snitching aunt uncle putting business like,0
"['could', 'classic', 'killer', 'become', 'international', 'star']",could classic killer become international star,0
"['big', 'flex', 'say', 'went', 'school', 'kim', 'jong', 'un']",big flex say went school kim jong un,0
"['bro', 'literally', 'agreeing', 'celebrating', 'socialism', 'american', 'trying', 'avoid', 'rn', 'ever', 'reason', 'getting', 'difficult']",bro literally agreeing celebrating socialism american trying avoid rn ever reason getting difficult,-1
"['west', 'constantly', 'reminded', 'bad', 'dictators', 'great', 'western', 'democracies', 'freedom', 'human', 'rights', 'doubt', 'many', 'things', 'deeper', 'realised', 'bad', 'nk', 'gone', 'beyond', 'borders', 'inflict', 'pain', 'suffering', 'others', 'essentially', 'koreas', 'locked', 'civil', 'war', 'thanks', 'us', 'divided', 'kept', 'apart', 'continued', 'keep', 'pressure', 'nk', 'making', 'hard', 'reconcile', 'differences', 'develop', 'modern', 'nation', 'cuba', 'given', 'time', 'nations', 'capable', 'making', 'change', 'according', 'us', 'rule', 'dictats', 'us', 'uk', 'greatest', 'divisive', 'force', 'earth', 'partitioned', 'divided', 'whole', 'world']",west constantly reminded bad dictators great western democracies freedom human rights doubt many things deeper realised bad nk gone beyond borders inflict pain suffering others essentially koreas locked civil war thanks us divided kept apart continued keep pressure nk making hard reconcile differences develop modern nation cuba given time nations capable making change according us rule dictats us uk greatest divisive force earth partitioned divided whole world,1
"['jews', 'channel', 'owners', 'jews']",jews channel owners jews,0
"['bend', 'knees', 'dictator', 'brave', 'kim', 'jon', 'un', 'real', 'dictatorial', 'republican', 'democratic']",bend knees dictator brave kim jon un real dictatorial republican democratic,1
"['make', 'one', 'justin', 'trudeau', 'next']",make one justin trudeau next,0
"['remember', 'pray', 'eating', 'drinking', 'spread', 'gospel']",remember pray eating drinking spread gospel,0
